City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (in),Snow (in)
452,Koszalin,PL,2022-02-05 22:07:34,54.1944,16.1722,40.68,90,97,19.24,overcast clouds,0.0,0.0
453,Kirakira,SB,2022-02-05 22:07:35,-10.4544,161.9205,83.95,78,88,7.36,overcast clouds,0.0,0.0
454,Plouzane,FR,2022-02-05 22:07:35,48.3833,-4.6167,50.32,87,75,19.57,broken clouds,0.0,0.0
455,Bolgar,RU,2022-02-05 22:07:35,54.95,49.0667,26.62,97,100,3.53,overcast clouds,0.0,0.0
456,Antofagasta,CL,2022-02-05 21:58:15,-23.65,-70.4,69.08,72,6,7.81,clear sky,0.0,0.0
457,Khandyga,RU,2022-02-05 22:04:00,62.6667,135.6,-45.92,100,82,2.51,broken clouds,0.0,0.0
458,Bundaberg,AU,2022-02-05 22:07:36,-24.85,152.35,76.21,67,24,5.01,few clouds,0.0,0.0
459,Byron Bay,AU,2022-02-05 22:05:09,-28.65,153.6167,71.06,66,95,19.19,light rain,0.21,0.0
460,Zamora,EC,2022-02-05 22:07:37,-4.0692,-78.9567,76.3,90,66,2.35,light rain,0.94,0.0
461,Vila Franca Do Campo,PT,2022-02-05 22:07:37,37.7167,-25.4333,59.2,82,89,11.39,overcast clouds,0.0,0.0
462,Brae,GB,2022-02-05 22:07:38,60.3964,-1.353,37.31,59,100,37.02,overcast clouds,0.0,0.0
463,Anadyr,RU,2022-02-05 22:04:00,64.75,177.4833,-24.29,99,19,4.43,few clouds,0.0,0.0
464,Talaya,RU,2022-02-05 22:07:38,61.3833,152.75,-35.54,96,52,2.51,broken clouds,0.0,0.0
465,Belaya Gora,RU,2022-02-05 22:07:38,68.5333,146.4167,-41.71,100,97,1.61,overcast clouds,0.0,0.0
466,Portland,US,2022-02-05 22:01:06,45.5234,-122.6762,53.46,76,88,3.0,overcast clouds,0.0,0.0
467,Kitob,UZ,2022-02-05 22:07:39,39.0843,66.8332,52.38,91,100,4.12,heavy intensity rain,5.31,0.0
468,Fairfield,US,2022-02-05 22:06:53,41.2668,-73.3162,25.47,63,0,1.99,clear sky,0.0,0.0
469,Halmstad,SE,2022-02-05 22:07:39,56.6745,12.8568,40.3,93,100,29.93,light rain,0.75,0.0
470,Tenenkou,ML,2022-02-05 22:07:40,14.4572,-4.9169,73.26,9,0,10.27,clear sky,0.0,0.0
471,Badiraguato,MX,2022-02-05 22:07:40,25.3667,-107.5167,79.7,21,5,7.92,clear sky,0.0,0.0
472,Batemans Bay,AU,2022-02-05 22:07:40,-35.7167,150.1833,66.9,77,100,9.35,overcast clouds,0.0,0.0
473,Ozernovskiy,RU,2022-02-05 22:07:41,51.5,156.5167,24.78,88,98,5.64,overcast clouds,0.0,0.0
474,Nome,US,2022-02-05 22:03:21,64.5011,-165.4064,-2.13,65,0,3.44,clear sky,0.0,0.0
475,Rezekne,LV,2022-02-05 22:07:41,56.5,27.3167,31.33,92,100,12.95,overcast clouds,0.0,0.0
476,Jacqueville,CI,2022-02-05 22:07:42,5.2052,-4.4146,82.31,86,10,8.3,clear sky,0.0,0.0
477,Kurtamysh,RU,2022-02-05 22:07:42,54.9103,64.4319,11.08,90,100,5.97,overcast clouds,0.0,0.0
478,Niimi,JP,2022-02-05 22:07:42,34.9833,133.4667,25.2,84,81,10.76,broken clouds,0.0,0.0
479,Vardo,NO,2022-02-05 22:02:24,70.3705,31.1107,26.85,79,97,28.74,overcast clouds,0.0,0.0
480,Viedma,AR,2022-02-05 22:07:43,-40.8135,-62.9967,62.47,48,66,13.62,broken clouds,0.0,0.0
481,Paita,PE,2022-02-05 22:07:43,-5.0892,-81.1144,74.43,73,3,17.6,clear sky,0.0,0.0
482,Kayerkan,RU,2022-02-05 22:07:44,69.3497,87.7602,-17.48,99,98,1.52,overcast clouds,0.0,0.0
483,San Vicente,AR,2022-02-05 22:07:44,-26.6167,-54.1333,71.35,85,100,0.76,overcast clouds,0.0,0.0
484,Flinders,AU,2022-02-05 22:03:13,-34.5833,150.8552,71.2,79,87,8.99,overcast clouds,0.0,0.0
485,Ajdabiya,LY,2022-02-05 22:07:45,30.7554,20.2263,55.69,55,14,9.53,few clouds,0.0,0.0
486,Mishan,CN,2022-02-05 22:07:45,45.55,131.8833,-7.06,94,30,7.18,scattered clouds,0.0,0.0
487,Makakilo City,US,2022-02-05 22:01:46,21.3469,-158.0858,78.55,63,40,8.05,scattered clouds,0.0,0.0
488,Canto Do Buriti,BR,2022-02-05 22:07:46,-8.11,-42.9444,78.46,65,33,4.05,scattered clouds,0.0,0.0
489,Asbe Teferi,ET,2022-02-05 22:07:46,9.0833,40.8667,60.21,23,6,3.36,clear sky,0.0,0.0
490,Morropon,PE,2022-02-05 22:07:46,-5.1822,-79.9689,91.89,38,34,2.66,scattered clouds,0.0,0.0
491,Kandrian,PG,2022-02-05 22:07:47,-6.2167,149.55,83.23,74,100,13.76,overcast clouds,0.0,0.0
492,Panubigan,PH,2022-02-05 22:07:47,7.4281,123.3466,76.57,83,62,9.22,broken clouds,0.0,0.0
493,Yining,CN,2022-02-05 22:07:48,29.0361,114.5636,38.21,87,100,3.49,light rain,0.14,0.0
494,Duiwelskloof,ZA,2022-02-05 22:07:48,-23.6934,30.14,64.09,91,58,7.83,broken clouds,0.0,0.0
495,Asahikawa,JP,2022-02-05 22:07:48,43.7678,142.3703,4.21,85,40,3.44,scattered clouds,0.0,0.0
496,Nortelandia,BR,2022-02-05 22:07:49,-14.4547,-56.8028,80.38,81,78,2.75,moderate rain,3.65,0.0
497,Katastarion,GR,2022-02-05 22:07:49,37.8333,20.7667,54.1,87,82,5.53,broken clouds,0.0,0.0
498,Bowen,AU,2022-02-05 22:07:50,-20.0167,148.2333,77.23,72,4,16.58,clear sky,0.0,0.0
499,Kigoma,TZ,2022-02-05 22:07:50,-4.8769,29.6267,72.66,77,94,2.06,overcast clouds,0.0,0.0
500,Havre-Saint-Pierre,CA,2022-02-05 22:03:40,50.2334,-63.5986,7.68,79,100,10.67,overcast clouds,0.0,0.0
501,Tucurui,BR,2022-02-05 22:07:51,-3.7661,-49.6725,75.92,94,97,2.62,moderate rain,2.9,0.0
502,Anshun,CN,2022-02-05 22:07:51,26.25,105.9333,41.07,97,100,7.09,overcast clouds,0.0,0.0
503,Nizhniy Tsasuchey,RU,2022-02-05 22:07:51,50.5167,115.1333,-6.41,96,6,5.66,clear sky,0.0,0.0
504,Horta,PT,2022-02-05 22:07:52,38.5333,-28.6333,59.29,77,38,11.88,scattered clouds,0.0,0.0
505,Moree,AU,2022-02-05 22:07:52,-29.4667,149.85,69.82,49,5,16.11,clear sky,0.0,0.0
506,Comodoro Rivadavia,AR,2022-02-05 22:07:53,-45.8667,-67.5,67.86,49,0,18.41,clear sky,0.0,0.0
507,Antalaha,MG,2022-02-05 22:07:53,-14.9003,50.2788,74.8,87,100,4.47,moderate rain,1.19,0.0
508,Shimoda,JP,2022-02-05 22:07:53,34.6667,138.95,33.1,61,5,26.44,clear sky,0.0,0.0
509,Bam,IR,2022-02-05 22:07:54,29.106,58.357,53.8,55,0,7.23,clear sky,0.0,0.0
510,Henties Bay,NA,2022-02-05 22:07:54,-22.116,14.2845,66.85,81,23,4.16,few clouds,0.0,0.0
511,Chiman,PK,2022-02-05 22:07:54,32.5463,73.8138,48.34,52,79,2.04,broken clouds,0.0,0.0
512,Victor Harbor,AU,2022-02-05 22:07:55,-35.5667,138.6167,78.73,82,84,9.98,broken clouds,0.0,0.0
513,Neiafu,TO,2022-02-05 22:07:55,-18.65,-173.9833,77.68,100,100,6.91,moderate rain,0.0,0.0
514,Yongan,CN,2022-02-05 22:07:56,39.6957,113.6871,13.48,52,11,2.01,few clouds,0.0,0.0
515,Spearfish,US,2022-02-05 22:07:56,44.4908,-103.8594,48.02,38,20,8.01,few clouds,0.0,0.0
516,Walvis Bay,NA,2022-02-05 22:07:56,-22.9575,14.5053,67.08,79,61,3.15,light rain,0.22,0.0
517,Harnosand,SE,2022-02-05 22:07:57,62.6323,17.9379,8.6,81,38,9.15,scattered clouds,0.0,0.0
518,Balakhninskiy,RU,2022-02-05 22:07:57,58.0106,114.2769,-7.28,99,99,2.8,overcast clouds,0.0,0.0
519,Guerrero Negro,MX,2022-02-05 22:01:55,27.9769,-114.0611,70.09,22,0,7.52,clear sky,0.0,0.0
520,Mkushi,ZM,2022-02-05 22:07:57,-13.6202,29.3939,60.67,97,74,2.66,broken clouds,0.0,0.0
521,Jaisalmer,IN,2022-02-05 22:07:58,26.9147,70.9181,63.55,37,0,10.16,clear sky,0.0,0.0
522,Caravelas,BR,2022-02-05 22:02:55,-17.7125,-39.2481,77.67,79,100,9.08,overcast clouds,0.0,0.0
523,Ballina,AU,2022-02-05 22:07:58,-28.8667,153.5667,64.78,97,97,19.62,light rain,0.27,0.0
524,Sangar,RU,2022-02-05 22:07:59,63.9242,127.4739,-34.78,99,100,3.13,overcast clouds,0.0,0.0
525,Anloga,GH,2022-02-05 22:07:59,5.7947,0.8973,81.5,79,0,8.66,clear sky,0.0,0.0
526,Megion,RU,2022-02-05 22:07:59,61.0296,76.1136,15.82,96,100,8.16,light snow,0.0,0.31
527,Greenfield,US,2022-02-05 22:08:00,42.9614,-88.0126,22.57,52,40,8.01,scattered clouds,0.0,0.0
528,Surab,PK,2022-02-05 22:05:08,28.4914,66.2585,46.62,21,0,6.2,clear sky,0.0,0.0
529,Ewo,CG,2022-02-05 22:08:00,-0.8725,14.8206,82.17,47,75,3.94,broken clouds,0.0,0.0
530,Bilibino,RU,2022-02-05 22:03:23,68.0546,166.4372,-16.06,90,13,4.7,few clouds,0.0,0.0
531,Salym,RU,2022-02-05 22:08:01,60.0625,71.4789,17.58,97,100,2.71,overcast clouds,0.0,0.0
532,Banamba,ML,2022-02-05 22:08:01,13.55,-7.45,71.98,11,0,8.61,clear sky,0.0,0.0
533,Hofn,IS,2022-02-05 22:04:25,64.2539,-15.2082,27.19,61,72,11.83,broken clouds,0.0,0.0
534,Kommunisticheskiy,RU,2022-02-05 22:08:02,61.6789,64.4819,9.91,97,92,5.75,overcast clouds,0.0,0.0
535,Oyama,JP,2022-02-05 22:08:02,36.3,139.8,33.58,40,36,2.55,scattered clouds,0.0,0.0
536,Kota Belud,MY,2022-02-05 22:08:03,6.351,116.4305,76.86,85,83,7.02,broken clouds,0.0,0.0
537,Ust-Kuyga,RU,2022-02-05 22:08:03,70.0167,135.6,-36.72,99,100,4.56,overcast clouds,0.0,0.0
538,The Valley,AI,2022-02-05 22:02:23,18.217,-63.0578,77.09,77,100,20.38,overcast clouds,0.0,0.0
539,Valparaiso,CL,2022-02-05 22:08:04,-33.0393,-71.6273,80.83,56,0,16.11,clear sky,0.0,0.0
540,Tagbac,PH,2022-02-05 22:08:04,7.089,125.1567,69.1,90,29,4.23,scattered clouds,0.0,0.0
